7680,1.7369950731909694,
15360,-0.5365294998337018,
23040,-0.8141009504709112,
30720,-0.7381153179020176,
38400,-0.7503781018908616,
46080,-0.5811020402936882,
53760,-0.41321695634614847,
61440,-0.8966680016215807,
69120,-0.6710884467295549,
76800,-1.0447579488566794,
7680,1.6905828223769215,
15360,-0.6848706197128921,
23040,-0.4714088864224453,
30720,-0.9018045462654223,
38400,0.06003948993376592,
46080,-0.629839303412814,
53760,-0.4812433185167223,
61440,-0.48824652771557214,
69120,-0.5122474080034946,
76800,-1.0508903730535595,
84480,-0.2641148254044394,
92160,-0.483208459923241,
99840,-0.652358585074261,
